시군명,사업장명,영업상태명,소재지시설전화번호,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,축산업무구분명
수원시,매산약국,정상,,16461,"경기도 수원시 팔달구 덕영대로 923-1, 새수원 빌딩 1층 5호 (매산로1가)",경기도 수원시 팔달구 매산로1가 57-104 새수원 빌딩 ,16461,동물약국
수원시,조원약국,정상,254-6028,,경기도 수원시 장안구 조원로 70 (조원동),경기도 수원시 장안구 조원동 739-28 ,16282,동물약국
수원시,필약국,정상,206-9588,16700,경기도 수원시 영통구 덕영대로1555번길 20 (영통동),경기도 수원시 영통구 영통동 971-1 롯데의료시설동 101호,16700,동물약국
수원시,하나로약국,정상,,16404,"경기도 수원시 권선구 서부로 1937, 수원 농수산물 종합유통센터 지하1층 (구운동)",경기도 수원시 권선구 구운동 218-1 수원 농수산물 종합유통센터 ,16404,동물약국
수원시,수원W-store 동물약국,정상,241-1009,16471,경기도 수원시 팔달구 중부대로 110 (인계동),경기도 수원시 팔달구 인계동 206 ,16471,동물약국
수원시,스마트약국,정상,031-294-0119,16385,경기도 수원시 권선구 금곡로 100 (금곡동),경기도 수원시 권선구 금곡동 1082 ,16385,동물약국
수원시,건강플러스 만보약국,정상,269-1861,,"경기도 수원시 장안구 정자천로 163, 101호 (정자동,하나로빌딩)",경기도 수원시 장안구 정자동 878-5 하나로빌딩 101호,16334,동물약국
수원시,두드림약국,정상,298-2980,,경기도 수원시 팔달구 일월로22번길 15 (화서동),경기도 수원시 팔달구 화서동 724-4 ,16422,동물약국
수원시,수원종로약국,정상,236-9998,16465,경기도 수원시 팔달구 매산로 136 (교동),경기도 수원시 팔달구 교동 130-4 ,16465,동물약국
수원시,메디팜 효자약국,정상,251-3324,16295,경기도 수원시 장안구 송원로 81 (조원동),경기도 수원시 장안구 조원동 898-1 홈플러스 3층 ,16295,동물약국
수원시,애니멀라운지약국,정상,,16226,경기도 수원시 영통구 광교로 191 (이의동),경기도 수원시 영통구 이의동 1240 ,16226,동물약국
수원시,다사랑약국,정상,211-4975,,경기도 수원시 영통구 중부대로 240 (매탄동),경기도 수원시 영통구 매탄동 153-112 ,16530,동물약국
수원시,영통주민약국,정상,204-6855,,"경기도 수원시 영통구 영통로 460, 103호 (영통동,청명마을 동신아파트 상가)",경기도 수원시 영통구 영통동 956-2 청명마을 동신아파트 상가 103호,16707,동물약국
수원시,소화약국,정상,246-0177,,경기도 수원시 장안구 경수대로 784 (영화동),경기도 수원시 장안구 영화동 116-29 ,16276,동물약국
수원시,자연약국,정상,031-246-1137,16441,경기도 수원시 팔달구 동말로 80 (화서동),경기도 수원시 팔달구 화서동 71-132 ,,동물약국
수원시,나눔약국,정상,,16245,경기도 수원시 팔달구 중부대로 43 (지동),경기도 수원시 팔달구 지동 373 ,16245,동물약국
수원시,풀내음약국,정상,031-258-0919,16295,"경기도 수원시 장안구 경수대로 940, 1층 103호 (조원동, 일호골든타워)",경기도 수원시 장안구 조원동 894 103호,16295,동물약국
수원시,한마음약국,정상,031-217-7591,,경기도 수원시 팔달구 팔달문로 156-1 (우만동),경기도 수원시 팔달구 우만동 552 ,16240,동물약국
수원시,메디팜유신약국,정상,215-2752,,경기도 수원시 영통구 중부대로246번길 48-2 (매탄동),경기도 수원시 영통구 매탄동 172-42 ,16530,동물약국
수원시,온정약국,정상,031-267-0521,16664,"경기도 수원시 권선구 동수원로145번길 73, 114호 (권선동, 수원아이파크시티 3단지상가)",경기도 수원시 권선구 권선동 1359번지 수원아이파크시티3단지 상가 114호,16664,동물약국
수원시,황골온누리 약국,정상,,,"경기도 수원시 영통구 영통로 509, 103호 (영통동)",경기도 수원시 영통구 영통동 954-4 103호,16706,동물약국
수원시,새우주약국,정상,031-243-2821,16314,"경기도 수원시 장안구 수성로261번길 6, 1층 (정자동, 연세소아과의원)",경기도 수원시 장안구 정자동 76-1 ,16314,동물약국
수원시,프라자 약국,정상,296-0102,,"경기도 수원시 권선구 수인로 291 (구운동,서수원버스터미널 1층)",경기도 수원시 권선구 구운동 925 서수원버스터미널 1층 ,16405,동물약국
수원시,인화약국,정상,0312227979,16568,"경기도 수원시 권선구 권광로 77 (권선동, 중앙교회비전센터)",경기도 수원시 권선구 권선동 1042-9 ,16568,동물약국
수원시,대웅약국,정상,248-6700,16298,경기도 수원시 장안구 경수대로 998 (송죽동),경기도 수원시 장안구 송죽동 ,16298,동물약국
수원시,굿모닝 약국,정상,205-4156,,"경기도 수원시 영통구 반달로 21, 101호 (영통동)",경기도 수원시 영통구 영통동 1009-6 101호,16705,동물약국
수원시,밝은온누리약국,정상,031-222-8692,16670,"경기도 수원시 권선구 곡선로49번길 2, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 556-2 ,16670,동물약국
수원시,영통약국,정상,203-0809,,"경기도 수원시 영통구 영통로290번길 23, 103호 (영통동,신나무실 주공(가)상가)",경기도 수원시 영통구 영통동 964-8 신나무실 주공(가)상가 103호,16697,동물약국
수원시,사랑약국,정상,031-256-1324,16455,"경기도 수원시 팔달구 갓매산로 51, 105호 (매산로2가, 에스알프라자23차)",경기도 수원시 팔달구 매산로2가 27 ,16455,동물약국
수원시,중앙약국,정상,031-255-6416,16257,경기도 수원시 팔달구 정조로 782 (팔달로2가),경기도 수원시 팔달구 팔달로2가 47-12번지,16257,동물약국
수원시,센타약국,정상,031-296-0064,16635,"경기도 수원시 권선구 삼천병마로1598번길 32, 108,109호호 (오목천동)","경기도 수원시 권선구 오목천동 314-48번지 108,109호호",16635,동물약국
수원시,나무약국,정상,,16455,"경기도 수원시 팔달구 매산로 11, 1층 (매산로1가, 케이빌딩)",경기도 수원시 팔달구 매산로1가 53-9번지 케이빌딩 1층,16455,동물약국
수원시,수원동물약국,정상,214-7525,16509,"경기도 수원시 영통구 도청로89번길 43, 109호 (이의동, 에듀프라자)",경기도 수원시 영통구 이의동 1347-3번지 에듀프라자 109호,16509,동물약국
수원시,금호약국,정상,,,경기도 수원시 권선구 매실로 70 (호매실동),경기도 수원시 권선구 호매실동 377 ,16395,동물약국
수원시,굿모닝 동물약국,정상,,16433,경기도 수원시 팔달구 수성로258번길 6 (화서동),경기도 수원시 팔달구 화서동 639 ,16433,동물약국
수원시,안데르센약국,정상,031-213-5405,16548,"경기도 수원시 영통구 동탄원천로881번길 58, 106호 (매탄동, 아이쌤프라자)",경기도 수원시 영통구 매탄동 1279-5 106호,16548,동물약국
수원시,온누리우진약국,정상,213-4089,,"경기도 수원시 영통구 매영로 84 (매탄동,한국상가)",경기도 수원시 영통구 매탄동 1217 한국상가 ,16542,동물약국
수원시,새호반약국,정상,,16516,"경기도 수원시 영통구 월드컵로87번길 7, 1층 105호 (원천동)",경기도 수원시 영통구 원천동 607-1 ,16516,동물약국
수원시,대광약국,정상,232-7996,,경기도 수원시 권선구 권선로734번길 14 (권선동),경기도 수원시 권선구 권선동 1040-7 ,16561,동물약국
수원시,파라곤약국,정상,,16305,"경기도 수원시 장안구 경수대로 935, 101,102호 (송죽동, 동양파라곤)",경기도 수원시 장안구 송죽동 499-3 ,16305,동물약국
수원시,장안녹십자,정상,242-5466,16299,경기도 수원시 장안구 경수대로 1018 (송죽동),경기도 수원시 장안구 송죽동 481-8 ,16299,동물약국
수원시,영통메디칼,정상,,16703,경기도 수원시 영통구 봉영로 1569 (영통동),경기도 수원시 영통구 영통동 960-3 뉴월드프라자 105호,16703,동물약국
수원시,메디칼수약국,정상,031-852-7566,16705,"경기도 수원시 영통구 반달로 105, 101호 (영통동)",경기도 수원시 영통구 영통동 1011-3 ,16705,동물약국
수원시,보건약국,정상,,16262,경기도 수원시 팔달구 정조로 764 (팔달로3가),경기도 수원시 팔달구 팔달로3가 29-6 ,16262,동물약국
수원시,우리들약국,정상,,16704,"경기도 수원시 영통구 봉영로 1576 (영통동, 영통홈플러스)",경기도 수원시 영통구 영통동 994-2 ,16704,동물약국
수원시,제임스약국,정상,216-4657,,경기도 수원시 팔달구 권광로 354 (우만동),경기도 수원시 팔달구 우만동 134-5 ,16498,동물약국
수원시,앤약국,정상,031-222-0740,16489,경기도 수원시 팔달구 권광로 195 (인계동),경기도 수원시 팔달구 인계동 1038-4 1층 ,16489,동물약국
수원시,신통약국,정상,031-257-3106,16253,경기도 수원시 팔달구 정조로 874 (북수동),경기도 수원시 팔달구 북수동 166 ,16253,동물약국
수원시,메디팜열린약국,정상,233-4457,,경기도 수원시 팔달구 권광로 146 (인계동),경기도 수원시 팔달구 인계동 1125-2 ,16491,동물약국
수원시,효원약국,정상,031-238-2996,16546,"경기도 수원시 영통구 동수원로 316 (매탄동, 임광아파트 상가 내)",경기도 수원시 영통구 매탄동 1162 임광아파트 상가 내 ,16546,동물약국
수원시,유림약국,정상,234-1209,16657,경기도 수원시 권선구 덕영대로1142번길 43 (세류동),경기도 수원시 권선구 세류동 1131-41번지,16657,동물약국
수원시,래미안솔약국,정상,031-203-7975,16683,"경기도 수원시 영통구 권선로908번길 25, 103호 (신동)",경기도 수원시 영통구 신동 937 ,16683,동물약국
수원시,건강한약국,정상,,,경기도 수원시 권선구 권중로 110 (권선동),경기도 수원시 권선구 권선동 1265 ,16560,동물약국
수원시,민트약국,정상,031-211-2010,16507,"경기도 수원시 영통구 센트럴타운로 107, 204동 1층 21호 (이의동, 광교푸르지오 월드마크, 월드스퀘어)","경기도 수원시 영통구 이의동 1331 광교푸르지오 월드마크,  월드스퀘어 ",16507,동물약국
수원시,씨티팜대학약국,정상,031-211-4722,16503,"경기도 수원시 영통구 중부대로 259, 1층 106호 (원천동)",경기도 수원시 영통구 원천동 79-10 ,16503,동물약국
수원시,광교 백두산약국,정상,,16226,경기도 수원시 영통구 대학로 56 (이의동),경기도 수원시 영통구 이의동 1248 ,16226,동물약국
수원시,망포,정상,202-8929,16692,경기도 수원시 영통구 영통로90번길 4-2 (망포동),경기도 수원시 영통구 망포동 483-2 ,16692,동물약국
수원시,새푸른온누리약국,정상,254-5497,,경기도 수원시 팔달구 팔달문로93번길 4 (지동),경기도 수원시 팔달구 지동 141-15 ,16244,동물약국
수원시,플러스약국,정상,031-295-5549,16362,"경기도 수원시 장안구 서부로2105번길 29 (율전동, 우정상가)",경기도 수원시 장안구 율전동 408-16 ,16362,동물약국
수원시,오렌지약국,정상,268-9004,,"경기도 수원시 장안구 송원로 81 (조원동,메가플러스 2차 4층)",경기도 수원시 장안구 조원동 898-2 메가플러스 2차 4층 ,16295,동물약국
수원시,호수약국,정상,031-212-7579,16509,"경기도 수원시 영통구 도청로17번길 10, 104호 (이의동, 성희프라자)",경기도 수원시 영통구 이의동 1340 성희프라자 104호,16509,동물약국
수원시,슬림약국,정상,206-2330,16687,경기도 수원시 영통구 태장로 84 (망포동),경기도 수원시 영통구 망포동 544-11 ,16687,동물약국
수원시,한림약국,정상,031-203-1441,16713,경기도 수원시 영통구 봉영로1770번길 21 (영통동),경기도 수원시 영통구 영통동 1054-3 한국신명상가 122호,16713,동물약국
수원시,길약국,정상,245-5599,16235,"경기도 수원시 팔달구 세지로 411, 101호 (우만동)",경기도 수원시 팔달구 우만동 492-15 ,16235,동물약국
수원시,광제당약국,정상,269-3632,,"경기도 수원시 장안구 덕영대로535번길 34 (천천동,그린프라자 104호)",경기도 수원시 장안구 천천동 524-2 그린프라자 104호 ,16329,동물약국
수원시,수방초단골,정상,244-0848,16441,경기도 수원시 팔달구 팔달로 115 (화서동),경기도 수원시 팔달구 화서동 71-96 ,16441,동물약국
수원시,영통중앙약국,폐업,206-7847,,"경기도 수원시 영통구 봉영로 1590, 306호 (영통동,밀레니엄)",경기도 수원시 영통구 영통동 995-5 밀레니엄 306호,16704,동물약국
수원시,대호약국,폐업,,16349,경기도 수원시 장안구 파장로 82 (파장동),경기도 수원시 장안구 파장동 580-8 ,16349,동물약국
수원시,오목천한마음약국,폐업,,16635,"경기도 수원시 권선구 삼천병마로1598번길 48, 1층 (오목천동)",경기도 수원시 권선구 오목천동 314-20 ,16635,동물약국
수원시,태영약국,폐업,031-296-2962,,경기도 수원시 권선구 금곡로 106 (금곡동),경기도 수원시 권선구 금곡동 570-2 ,16388,동물약국
수원시,우리약국,폐업,070-4154-6861,16508,"경기도 수원시 영통구 센트럴타운로 15, 111호 (이의동, 아이플렉스)",경기도 수원시 영통구 이의동 1335번지 아이플렉스 111호,16508,동물약국
수원시,가톨릭보령당약국,폐업,239-0611,16471,경기도 수원시 팔달구 중부대로 94-5 (인계동),경기도 수원시 팔달구 인계동 210-29 ,16471,동물약국
수원시,수약국,폐업,238-6693,,경기도 수원시 팔달구 권광로 211 (인계동),경기도 수원시 팔달구 인계동 1037-3 ,16489,동물약국
수원시,담주약국,폐업,242-2010,,"경기도 수원시 장안구 경수대로 935 (송죽동,동양파라곤상가 101호,102호)","경기도 수원시 장안구 송죽동 499-3 동양파라곤상가 101호,102호 ",16305,동물약국
수원시,메디신월드약국,폐업,235-3040,,경기도 수원시 팔달구 정조로715번길 18 (매교동),경기도 수원시 팔달구 매교동 28-3 ,16465,동물약국
수원시,세란약국,폐업,031-257-5674,16236,경기도 수원시 팔달구 월드컵로 331 (우만동),경기도 수원시 팔달구 우만동 499-2 ,16236,동물약국
수원시,메디원약국,폐업,223-8839,,"경기도 수원시 권선구 세권로212번길 3, 101호 (권선동,목원빌딩)",경기도 수원시 권선구 권선동 1064 목원빌딩 101호,16582,동물약국
수원시,현진약국,폐업,251-0234,,"경기도 수원시 장안구 송원로 81 (조원동,메가플러스 B 303-1)",경기도 수원시 장안구 조원동 898-2 메가플러스 B 303-1 ,16295,동물약국
수원시,도담약국,폐업,226-7233,,"경기도 수원시 권선구 동수원로 218-39, 111호 (권선동,권선종합프라자)",경기도 수원시 권선구 권선동 1311-8 권선종합프라자 111호,16554,동물약국
수원시,건강과 자연약국,폐업,226-7226,,"경기도 수원시 권선구 동수원로 232 (권선동,롯데마트 지하1층)",경기도 수원시 권선구 권선동 1296-5 롯데마트 지하1층 ,16553,동물약국
수원시,자이약국,폐업,031-233-6228,16581,경기도 수원시 권선구 세권로 196 (권선동),경기도 수원시 권선구 권선동 1062-16 ,16581,동물약국
수원시,순풍약국,폐업,031-273-4082,16712,경기도 수원시 영통구 봉영로1759번길 8-25 (영통동),경기도 수원시 영통구 영통동 946-1 ,16712,동물약국
수원시,아침약국,폐업,255-1947,16237,경기도 수원시 팔달구 세지로 420 (우만동),경기도 수원시 팔달구 우만동 503번지,16237,동물약국
수원시,동부온누리약국,폐업,257-9056,16340,경기도 수원시 장안구 장안로 232 (정자동),경기도 수원시 장안구 정자동 395 동신아파트 상가2층 12호,16340,동물약국
수원시,늘푸른온누리약국,폐업,242-5979,16317,"경기도 수원시 장안구 수성로245번길 60, 1층 (정자동)",경기도 수원시 장안구 정자동 43-102번지 1층,16317,동물약국
수원시,명진당약국,폐업,244-0939,16435,경기도 수원시 팔달구 덕영대로697번길 16 (화서동),경기도 수원시 팔달구 화서동 주공아파트 4단지 가상가 103동 104호,16435,동물약국
수원시,인계행복,폐업,234-4873,,경기도 수원시 팔달구 효원로193번길 51,경기도 수원시 팔달구 인계동 999-10   ,16479,동물약국
수원시,기린약국,폐업,031-204-3336,16689,"경기도 수원시 영통구 영통로153번길 98, 국제프라자 103호 (망포동)",경기도 수원시 영통구 망포동 255-2 국제프라자 103호,16689,동물약국
수원시,남문약국,폐업,245-8237,,경기도 수원시 팔달구 매산로 4 (매산로1가),경기도 수원시 팔달구 매산로1가 58-14 ,16461,동물약국
수원시,100세약국,폐업,239-4801,,경기도 수원시 팔달구 경수대로 568 (인계동),경기도 수원시 팔달구 인계동 942-4 ,16484,동물약국
수원시,중앙약국,폐업,278-6300,,경기도 수원시 권선구 금호로 226 (탑동),경기도 수원시 권선구 탑동 758-5 ,16604,동물약국
수원시,온달약국,폐업,031-238-8421,16563,"경기도 수원시 권선구 권중로 31, 상가동 101호 (권선동, 풍림아파트)",경기도 수원시 권선구 권선동 1235 ,16563,동물약국
수원시,성균관약국,폐업,031-292-7300,16362,"경기도 수원시 장안구 서부로 2107, 1층 (율전동)",경기도 수원시 장안구 율전동 433-79 ,16362,동물약국
수원시,광교메디칼온누리약국,폐업,031-216-8279,16509,"경기도 수원시 영통구 에듀타운로 24, 105호 (이의동, 그린프라자)",경기도 수원시 영통구 이의동 1341-4 그린프라자 105호,16509,동물약국
수원시,유림약국,폐업,295-8266,16362,경기도 수원시 장안구 서부로 2123 (율전동),경기도 수원시 장안구 율전동 402-3 ,16362,동물약국
수원시,대학로,폐업,215-4562,,경기도 수원시 영통구 동수원로 514 (매탄동),경기도 수원시 영통구 매탄동 102 ,16525,동물약국
수원시,호반약국,폐업,031-213-2506,16516,"경기도 수원시 영통구 월드컵로87번길 7, 105호 (원천동)",경기도 수원시 영통구 원천동 607-1 105호,16516,동물약국
수원시,매탄솔빛동물약국,폐업,214-4031,16527,"경기도 수원시 영통구 매봉로 20, 211동 104호 (매탄동, e 편한세상)",경기도 수원시 영통구 매탄동 1209번지 e편한세상 211동 104호,16527,동물약국
수원시,청명온누리약국,폐업,203-1717,,"경기도 수원시 영통구 반달로7번길 6, 310호 (영통동,센타프라자)",경기도 수원시 영통구 영통동 998-5 센타프라자 310호,16704,동물약국
수원시,이마트 동물약국,폐업,031-292-6445,16609,경기도 수원시 권선구 상탑로 104 (서둔동),경기도 수원시 권선구 서둔동 200-45 ,16609,동물약국
수원시,으뜸약국,폐업,257-7253,,경기도 수원시 팔달구 세지로 349 (지동),경기도 수원시 팔달구 지동 146-14 ,16243,동물약국
수원시,365 약국,폐업,273-3650,,경기도 수원시 영통구 영통로90번길 4-16 (망포동),경기도 수원시 영통구 망포동 484 ,16692,동물약국
수원시,화서사거리,폐업,244-0848,,경기도 수원시 팔달구 팔달로 115,경기도 수원시 팔달구 화서동 71-96   ,16441,동물약국
수원시,수원백화점약국,폐업,031-244-0391,16257,경기도 수원시 팔달구 팔달문로 1 (팔달로2가),경기도 수원시 팔달구 팔달로2가 47-9 ,16257,동물약국
수원시,신통약국,폐업,,16253,"경기도 수원시 팔달구 정조로 874, 1층 (북수동)",경기도 수원시 팔달구 북수동 166 ,16253,동물약국
수원시,광교,폐업,244-4124,,경기도 수원시 장안구 연무로 42-1,경기도 수원시 장안구 연무동 230-32   ,16216,동물약국
수원시,중앙약국,폐업,031-255-6416,16257,경기도 수원시 팔달구 정조로 782-1 (팔달로2가),경기도 수원시 팔달구 팔달로2가 67-3 ,16257,동물약국
수원시,금곡엘지약국,폐업,031-296-1005,16382,"경기도 수원시 권선구 금곡로73번길 71, 주상가동 101호 (금곡동, 금곡엘지아파트)",경기도 수원시 권선구 금곡동 520 금곡엘지아파트 주상가동 101호,16382,동물약국
수원시,스마일약국,폐업,031-248-6742,16621,경기도 수원시 권선구 세화로128번길 61 (서둔동),경기도 수원시 권선구 서둔동 320-15번지,16621,동물약국
수원시,수원태산동물약국,폐업,296-0850,,"경기도 수원시 권선구 매송고색로 671, 205호 (고색동,명신프라자)",경기도 수원시 권선구 고색동 389-5 명신프라자 205호,16625,동물약국
수원시,미소약국,폐업,,16329,"경기도 수원시 장안구 만석로19번길 11-7, 대일 1층 103호 (천천동)",경기도 수원시 장안구 천천동 528-3 대일 ,16329,동물약국
수원시,한일약국,폐업,217-6869,,"경기도 수원시 영통구 매탄로108번길 48, 106호 (매탄동,삼성프라자 2)",경기도 수원시 영통구 매탄동 1266-2 삼성프라자 2 106호,16545,동물약국
수원시,다정약국,폐업,256-3811,,경기도 수원시 장안구 창룡대로 191 (연무동),경기도 수원시 장안구 연무동 246-22 ,16219,동물약국
수원시,미쓰약국,폐업,,16455,"경기도 수원시 팔달구 덕영대로 905, 아이메카 상가 102호 (매산로1가)",경기도 수원시 팔달구 매산로1가 11-12 아이메카 상가 ,16455,동물약국
수원시,호정동물약국,폐업,227-7378,,경기도 수원시 권선구 구운로 49,경기도 수원시 권선구 구운동 947-7    ,16406,동물약국
수원시,건강왕 동물약국,폐업,245-2150,,경기도 수원시 팔달구 팔달산로 5 (교동),경기도 수원시 팔달구 교동 52-1 ,16463,동물약국
수원시,시티,폐업,273-9100,16704,"경기도 수원시 영통구 봉영로 1606, 103호 (영통동, 미네시티)",경기도 수원시 영통구 영통동 995-2 미네시티 103호,16704,동물약국
수원시,나래약국,폐업,,16607,"경기도 수원시 권선구 상탑로 52, 101호 (탑동)",경기도 수원시 권선구 탑동 300-17번지 101호,16607,동물약국
수원시,연세태산약국,폐업,,16625,"경기도 수원시 권선구 매송고색로 671, 2층 202호 (고색동)",경기도 수원시 권선구 고색동 390-2 ,16625,동물약국
수원시,월드컵세란약국,폐업,,16236,"경기도 수원시 팔달구 월드컵로 331, 동명프라자 101호 (우만동)",경기도 수원시 팔달구 우만동 499-2 동명프라자 ,16236,동물약국
수원시,선약국,폐업,,16455,"경기도 수원시 팔달구 덕영대로 899, 세진브론즈빌 102호 (매산로1가)",경기도 수원시 팔달구 매산로1가 11-9 세진브론즈빌 ,16455,동물약국
수원시,새싹약국,폐업,268-3823,,"경기도 수원시 장안구 만석로19번길 11-7 (천천동,대일프라자 106호)",경기도 수원시 장안구 천천동 528-3 대일프라자 106호 ,16329,동물약국
수원시,영통미루동물약국,폐업,,16704,"경기도 수원시 영통구 봉영로 1612, 118호 (영통동)",경기도 수원시 영통구 영통동 996-4 ,16704,동물약국
수원시,경희 행복 한약국,폐업,031-898-7320,16670,"경기도 수원시 권선구 동수원로146번길 233-8, 101호 (곡반정동)",경기도 수원시 권선구 곡반정동 544-9 101호,16670,동물약국
수원시,수원 온누리 약국,폐업,031-252-3220,16307,"경기도 수원시 장안구 송원로 20, A동 101,102호 (송죽동, 수원 아너스빌 위즈)",경기도 수원시 장안구 송죽동 517 수원 아너스빌 위즈 ,16307,동물약국
수원시,우리팜약국,폐업,256-9846,16439,경기도 수원시 팔달구 팔달로127번길 9-20 (화서동),경기도 수원시 팔달구 화서동 71-90번지,16439,동물약국
수원시,우주,폐업,246-1288,16237,경기도 수원시 팔달구 팔달문로163번길 49 (우만동),경기도 수원시 팔달구 우만동 514-5 ,16237,동물약국
수원시,정다운약국,폐업,,16593,"경기도 수원시 권선구 세류로 32, 1층 102-1호 (세류동)",경기도 수원시 권선구 세류동 338-9 102-1호,16593,동물약국
수원시,남수원약국,폐업,235-6985,,경기도 수원시 권선구 세지로82번길 47 (권선동),경기도 수원시 권선구 권선동 984-8 ,16564,동물약국
수원시,새호반약국,폐업,031-213-2506,16516,"경기도 수원시 영통구 월드컵로87번길 7, 105호 (원천동, 호반프라자)",경기도 수원시 영통구 원천동 607-1번지 호반프라자 105호,16516,동물약국
수원시,남수원 큰사랑약국,폐업,031-226-6758,16584,경기도 수원시 권선구 덕영대로1201번길 8 (권선동),경기도 수원시 권선구 권선동 1193 ,16584,동물약국
수원시,로하스약국,폐업,,16223,"경기도 수원시 영통구 웰빙타운로 20, 상가동 102호 (이의동, 호반가든하임)",경기도 수원시 영통구 이의동 1212 호반가든하임 ,16223,동물약국
수원시,부강약국,폐업,243-0331,,경기도 수원시 장안구 경수대로994번길 14 (송죽동),경기도 수원시 장안구 송죽동 198-2 ,16298,동물약국
수원시,하나로 약국,폐업,031-293-3113,16404,"경기도 수원시 권선구 서부로 1937 (구운동, 수원 농수산물 종합유통센터)",경기도 수원시 권선구 구운동 218-1 수원 농산물 종합유통센터 ,16404,동물약국
수원시,다나약국,폐업,,16370,"경기도 수원시 권선구 율전로 2, 입북프라자 1층 101호 (입북동)",경기도 수원시 권선구 입북동 251-8 ,16370,동물약국
수원시,구민약국,폐업,031-251-5533,16329,"경기도 수원시 장안구 덕영대로 559, 1층 (천천동)",경기도 수원시 장안구 천천동 522 1층 ,16329,동물약국
수원시,영통메디컬,폐업,,,경기도 수원시 영통구 봉영로 1569,경기도 수원시 영통구 영통동 960-3    뉴월드프라자 105호,16703,동물약국
수원시,솔빛향기가득한약국,폐업,,16527,"경기도 수원시 영통구 매봉로 20, 211동 104호,105호 (매탄동, 매탄 e-편한세상)",경기도 수원시 영통구 매탄동 1209 매탄 e-편한세상 ,16527,동물약국
수원시,중앙약국,폐업,255-6416,16257,경기도 수원시 팔달구 정조로 782 (팔달로2가),경기도 수원시 팔달구 팔달로2가 47-12번지,16257,동물약국
수원시,미소약국,폐업,269-6645,,"경기도 수원시 장안구 만석로19번길 11-7 (천천동,대일프라자 103호)",경기도 수원시 장안구 천천동 528-3 대일프라자 103호 ,16329,동물약국
수원시,레몬약국,폐업,031-246-7575,16455,"경기도 수원시 팔달구 덕영대로 905, B10동 1호 (매산로1가, 아이메카빌딩)",경기도 수원시 팔달구 매산로1가 11-12번지 아이메카빌딩 B10동 1호,16455,동물약국
수원시,역전약국,폐업,,16455,"경기도 수원시 팔달구 덕영대로 899, 세진브론즈빌 1층 2호 (매산로1가)",경기도 수원시 팔달구 매산로1가 11-9 세진브론즈빌 ,16455,동물약국
수원시,아주약국,폐업,031-214-4886,16501,경기도 수원시 영통구 월드컵로 151 (원천동),경기도 수원시 영통구 원천동 66-5 ,16501,동물약국
수원시,명보약국,폐업,253-1143,,경기도 수원시 장안구 금당로 36,경기도 수원시 장안구 조원동 730-2    ,16282,동물약국
수원시,탑동 온누리 약국,폐업,031-296-9068,16604,"경기도 수원시 권선구 탑동로 66, 1층 (탑동)",경기도 수원시 권선구 탑동 757-2 ,16604,동물약국
수원시,중흥2층약국,폐업,031-212-8882,16517,"경기도 수원시 영통구 광교호수공원로 277, 2층 203호 (원천동, 광교중흥에스클래스)",경기도 수원시 영통구 원천동 589 광교중흥에스클래스 ,16517,동물약국
수원시,선약국,폐업,,16455,"경기도 수원시 팔달구 덕영대로 899, 세진브론즈빌 102호 (매산로1가)",경기도 수원시 팔달구 매산로1가 11-9 세진브론즈빌 ,16455,동물약국
수원시,온누리명성약국,폐업,268-5875,,경기도 수원시 장안구 창훈로52번길 3 (연무동),경기도 수원시 장안구 연무동 56-118 ,16213,동물약국
수원시,탑동온누리,폐업,296-9068,,,경기도 수원시 권선구 평동 757-2    ,,동물약국
수원시,큰사랑약국,폐업,031-291-8245,,경기도 수원시 권선구 금호로 214,경기도 수원시 권선구 탑동 749-0001 ,16603,동물약국
수원시,세류 굿모닝 약국,폐업,031-232-1364,16658,경기도 수원시 권선구 정조로413번길 68 (세류동),경기도 수원시 권선구 세류동 1142 ,16658,동물약국
수원시,정약사의동물약국,폐업,273-6779,,"경기도 수원시 영통구 반달로 38, 301호 (영통동)",경기도 수원시 영통구 영통동 1005-1 301호,16705,동물약국
수원시,자연약국,폐업,202-3696,,경기도 수원시 영통구 덕영대로 1503 (영통동),경기도 수원시 영통구 영통동 979-1 ,16698,동물약국
수원시,훼미리약국,폐업,202-1233,,경기도 수원시 영통구 덕영대로1555번길 13 (영통동),경기도 수원시 영통구 영통동 974-6 ,16698,동물약국
수원시,사랑방약국,폐업,241-3446,,경기도 수원시 장안구 장안로 76 (정자동),경기도 수원시 장안구 정자동 79-1 ,16313,동물약국
수원시,드림약국,폐업,031-214-3241,16512,"경기도 수원시 영통구 광교중앙로 254 (하동, 드림타워3)",경기도 수원시 영통구 하동 983-1 ,16512,동물약국
수원시,엘지약국,폐업,031-202-1207,16688,경기도 수원시 영통구 태장로 83 (망포동),경기도 수원시 영통구 망포동 380-1 LG프라자 106호,16688,동물약국
수원시,경기수의약품약국,폐업,,440855,경기도 수원시 장안구 경수대로 1220-30 (파장동),,,동물약국
수원시,신미주약국,폐업,296-3756,,경기도 수원시 권선구 금호로 20-1 (호매실동),경기도 수원시 권선구 호매실동 402-16 ,16399,동물약국
수원시,보건약국,폐업,255-7697,,,경기도 수원시 팔달구 팔달로3가 28 ,16262,동물약국
수원시,온누리약손약국,폐업,235-7765,,경기도 수원시 권선구 경수대로 323 (세류동),경기도 수원시 권선구 세류동 1079 ,16580,동물약국
